Series,Code
CG: Adjusted gross disposable income: B7: CP NSA,NSVS
"LG: Adjusted disposable income, gross: B7: NSA CP",NSXL
GG: GG: D63: Social transfers in kind: CP NSA,NSZA
GG: Social assistance benefits in kind: D.632: CP NSA,NSZE
GG: resources: D92: investment grants: NSA CP,NSZF
"GG: Adjusted disposable income, gross: B7: NSA CP",NSZI
Income & Capital A/C: Taxes on production & imports: Other taxes on production D.29.1,NTAI
GG: SDIA: Uses: Collective consumption expenditure: P32: CP SA,NTAM
Tot adjustment to basic prices (General Government + Rest of the World) CVM SA £m,NTAO
Total adjustment to basic prices (General Government + ROW) CP SA £m,NTAP
"General Government: PA: Uses: Operating surplus, gross: B2g: CP SA",NTAR
GG: SDIA: Uses: Individual consumption expenditure: P31: CP SA,NTAU
Central Government (S.1311): Property Income (D.4): Uses: £million: Current price: Not seasonally adjusted,NUHA
D&I matrix: Local Govt:D4 Property Income:Total:payments £m,NUHI
UK sector (S.1): Miscellaneous current transfers (D.75): Uses: Current price: £million: Not seasonally adjusted,NUHK
"ESA10: GG: Taxes on products, received (D21)",NVCC
UK sector (S.1): Taxes on products (D.21): Resources: Current price: £million: Not seasonally adjusted,NVCE
UK (S.1): Adjustment for the change in pension entitlements (D.8): Resources: Current price: £million: Not seasonally adjusted,NVCI
UK sector (S.1): Compensation of employees (D.1): Resources: Current price: £million: Not seasonally adjusted,NVCK
General Government: Other Current taxes total: D.59: CP NSA,NVCM
HH & NPISH (S.14 + S.15): Other current taxes (D.59): Uses: Current price: £m: NSA,NVCO
UK sector (S.1): Other current taxes (D.59): Resources: Current price: £million: Not seasonally adjusted,NVCQ
Non-financial corporations sector (S11): Distributed income of corporations (D.42): Use: Current price: £million: NSA,NVCS
UK (S1): Total resources/uses of use of disposable income account (T.II.4.1): Current price: £million: Not seasonally adjusted,NVCW
PR:USES:Distributed income of corporations: D.42: CP NSA,NVDC
"UK sector (S.1): Investment grants, payable (D.92p): Current price: £million: Not seasonally adjusted",NVDG
Central Government: Asset:FLOWS: Monetary Gold and SDRs: CP NSA: £m,NWXM
ESA:Flows:FC:Net borrowing/lending - total,NYNL
Flows:FE:Net BorrowingLending - total: CP NSA,NYNM
Flows:IP:Net BorrowingLending - total: CP NSA,NYNN
ESA:Flows:GG:Net Borrowing/Lending total,NYNO
Households (S.14): Net lending (+) / Net borrowing (-) of the financial account (B.9f): Current price: £m: NSA,NYNP
Local GovernmentFLOWS:Net BorrowingLending - total: CP NSA: £m,NYNQ
ESA:Flows:MF:Net Borrowing/Lending total,NYNS
Non-Fin Corp (S11): Net lending (+) / Net borrowing (-) of the financial account (B.9F): Flow: Net: Current price: £m: NSA,NYNT
NPISH (S.15): Net lending (+) / Net borrowing (-) of the financial account (B.9f): Current price: £m: NSA,NYNW
Flows:PR:Net BorrowingLending - total: CP NSA,NYOA
RW:Flows:Net LendingBorrowing - total: CP NSA: £m,NYOD
ESA:Levels:FC:Assets:Net financial assets/liabilities,NYOE
Levels:FE:Assets: Net financial assets liabilities: CP NSA,NYOF
ESA:Levels:GG:Assets:Net Financial Assets/ Liabilities,NYOG
Households (S.14): Net financial assets (BF.90): Current price: £m: NSA,NYOH
Levels:IP: Net Financial AssetsLiabilities: CP NSA: £m,NYOI
Local Govt:Levels:Net Financial Assets Liabilities: CP NSA,NYOJ
ESA:Levels:MF:Assets:Net Financial Assets/ Liabilities,NYOL
Non-financial corporations sector (S11): Net financial assets (BF.90): Balance: Net: Current price: £m: Not seasonally adjusted,NYOM
NPISH (S.15): Net financial assets (BF.90): Current price: £m: NSA,NYOO
Levels:PC:Net Financial AssetsLiabilities:CP NSA:£m,NYOP
Levels:PR:Net Financial AssetsLiabilities:CP NSA: £m,NYOT
ESA:Financial Corporations: Statistical Adjustment Item,NYOX
ESA:FE:Other Financial Intermediaries: Statistical Adjustment Item,NYOY
ESA:GG:General Government:Statistical Adjustment Item,NYOZ
Households(S.14): Discrepancy between net lending/net borrowing in non-financial and financial accounts(Db.9):Current price:£m:NSA,NYPA
ESA:IP:Insurance and Pension Funds Statistical Adjustment Item,NYPB
Local Government: Local Government Statistical Adjustment Item: CP NSA: £m,NYPC
ESA:MF:Monetary Financial Institutions Statistical Adjustment Item,NYPE
Non-Fin Corp (S11): Discrepancy between net lending/ borrowing in non-financial and financial accounts (dB.9): Flow: CP: £m: NSA,NYPF
NPISH (S.15): Discrepancy between net lending/net borrowing in non-financial and financial accounts (dB.9): Current price: £m: NSA,NYPH
PCF:Public Corporations Statistical Adjustment Item: CP NSA,NYPI
PR:Private Non-Financial Corporations statistical Adjustment Item: CP NSA,NYPM
RW:Rest of the World Statistical Adjustment Item: CP NSA: £m,NYPO
ESA: UK: LI: FLOW: Monetary gold and special drawing rights,NYPT
UK sector (S.1): Monetary gold (F.11): Flow: Asset: Current price: £million: Not seasonally adjusted,NYPU
UK sector (S.1): Special drawing rights (SDRs) (F.12): Flow: Asset: Current price: £million: Not seasonally adjusted,NYPW
UK sector (S.1): Special drawing rights (SDRs) (F.12): Flow: Liability: Current price: £million: Not seasonally adjusted,NYPX
UK sector (S.1): Currency (F.21): Flow: Asset: Current price: £million: Not seasonally adjusted,NYPY
UK sector (S.1): Currency (F.21): Flow: Liability: Current price: £million: Not seasonally adjusted,NYPZ
UK sector (S.1): Transferable deposits (F.22): Flow: Asset: Current price: £million: Not seasonally adjusted,NYQA
UK (S.1): Deposits with UK monetary financial institutions (F.22N1): Flow: Asset: Current price: £m: Not seasonally adjusted,NYQC
UK (S.1): Deposits with UK monetary financial institutions (F.22N1): Flow: Liability: Current price: £m: Not seasonally adjusted,NYQD
UK sector (S.1): Foreign currency deposits with UK banks (F.22N12): Flow: Asset: Current price: £million: Not seasonally adjusted,NYQG
UK sector (S.1): Deposits with rest of world monetary financial institutions (F.22N9): Flow: Asset: Current price: £m: NSA,NYQK
UK sector (S.1): Other deposits (F.29): Flow: Asset: Current price: £million: Not seasonally adjusted,NYQM
UK sector (S.1): Other deposits (F.29): Flow: Liability: Current price: £million: Not seasonally adjusted,NYQN
UK sector (S.1): Short-term debt securities issued by UK central government (F.31N1): Flow: Asset: Current price: £m: NSA,NYQQ
UK sector (S.1): Short-term debt securities issued by UK central government (F.31N1): Flow: Liability: Current price: £m: NSA,NYQR
UK:ASSET:FLOW:STERLING TREASURY BILL,NYQS
UK sector (S.1): Short-term debt securities issued by UK local government (F.31N2): Flow: Asset: Current price: £m: NSA,NYQY
UK sector (S.1): Short-term debt securities issued by UK local government (F.31N2): Flow: Liability: Current price: £m: NSA,NYQZ
UK (S.1): Short-term debt securities issued by UK monetary financial institutions (F.31N5): Flow: Asset: Current price: £m: NSA,NYRA
UK sector (S.1): Short-term debt securities issued by UK monetary financial institutions (F.31N5): Flow: Liability: CP: £m: NSA,NYRB
UK (S.1): Money market instruments issued by other UK residents (F.31N6): Flow: Asset: Current price: £m: Not seasonally adjusted,NYRK
UK sector (S.1): Money market instruments issued by other UK residents (F.31N6): Flow: Liability: Current price: £m: NSA,NYRL
UK (S.1): Money market instruments issued by rest of world (F.31N9): Flow: Asset: Current price: £m: Not seasonally adjusted,NYRM
UK sector (S.1): Long-term debt securities issued by UK central government (F.32N1): Flow: Asset: Current price: £m: NSA,NYRQ
UK sector (S.1): Long-term debt securities issued by UK central government (F.32N1): Flow: Liability: Current price: £m: NSA,NYRR
UK:ASSET:FLOW:BRITISH GOVERNMENT SECURITIES,NYRS
UK sector (S.1): Long-term debt securities issued by UK local government (F.32N2): Flow: Asset: Current price: £m: NSA,NYRW
UK sector (S.1): Long-term debt securities issued by UK local government (F.32N2): Flow: Liability: Current price: £m: NSA,NYRX
UK sector (S.1): Long term bonds issued by the rest of the world (F.32N9): Flow: Asset: Current price: £m: Not seasonally adjusted,NYSG
UK sector (S.1): Financial derivatives (F.71): Flow: Asset: Current price: £million: Not seasonally adjusted,NYSI
UK sector (S.1): Financial derivatives (F.71): Flow: Liability: Current price: £million: Not seasonally adjusted,NYSJ
UK (S.1): Short term loans by UK monetary financial institutions (F.41N1): Flow: Asset: Current price: £m: Not seasonally adjusted,NYSS
UK sector (S.1): Short term loans by UK monetary financial institutions (F.41N1): Flow: Liability: Current price: £m: NSA,NYST
UK sector (S.1): Foreign currency loans by UK banks (F.41N12): Flow: Asset: Current price: £million: Not seasonally adjusted,NYSX
UK sector (S.1): Short term loans by rest of world (F.41N9): Flow: Asset: Current price: £million: Not seasonally adjusted,NYTB
UK sector (S.1): Direct investment (F.421): Flow: Asset: Current price: £million: Not seasonally adjusted,NYTE
UK sector (S.1): Direct investment (F.421): Flow: Liability: Current price: £million: Not seasonally adjusted,NYTF
UK sector (S.1): Loans secured on dwellings (F.422): Flow: Asset: Current price: £million: Not seasonally adjusted,NYTK
UK sector (S.1): Loans secured on dwellings (F.422): Flow: Liability: Current price: £million: Not seasonally adjusted,NYTL
UK sector (S.1): Finance leasing (F.423): Flow: Asset: Current price: £million: Not seasonally adjusted,NYTS
UK sector (S.1): Finance leasing (F.423): Flow: Liability: Current price: £million: Not seasonally adjusted,NYTT
UK sector (S.1): Other long-term loans by UK residents (F.424N1): Flow: Asset: Current price: £million: Not seasonally adjusted,NYTU
UK sector (S.1): Other long-term loans by UK residents (F.424N1): Flow: Liability: Current price: £m: Not seasonally adjusted,NYTV
UK sector (S.1): Long-term loans by rest of world (F.424N9): Flow: Liability: Current price: £million: Not seasonally adjusted,NYTX
UK sector (S.1): Listed UK shares (F.511N1): Flow: Asset: Current price: £million: Not seasonally adjusted,NYUG
UK sector (S.1): Listed UK shares (F.511N1): Flow: Liability: Current price: £million: Not seasonally adjusted,NYUH
UK sector (S.1): Unlisted UK shares (F.512N1): Flow: Asset: Current price: £million: Not seasonally adjusted,NYUI
UK sector (S.1): Unlisted UK shares (F.512N1): Flow: Liability: Current price: £million: Not seasonally adjusted,NYUJ
UK sector (S.1): Other UK equity (F.519N6): Flow: Asset: Current price: £million: Not seasonally adjusted,NYUK
UK sector (S.1): Other UK equity (F.519N6): Flow: Liability: Current price: £million: Not seasonally adjusted,NYUL
UK sector (S.1): Shares and other equity issued by the rest of the world (F.519N9): Flow: Asset: Current price: £m: NSA,NYUQ
UK sector (S.1): UK mutual funds' shares (F.52N1): Flow: Asset: Current price: £million: Not seasonally adjusted,NYUY
UK sector (S.1): UK mutual funds' shares (F.52N1): Flow: Liability: Current price: £million: Not seasonally adjusted,NYUZ
UK sector (S.1): Rest of the world mutual funds' shares (F.52N9): Flow: Asset: Current price: £million: Not seasonally adjusted,NYVA
UK (S.1): Discrepancy between net lending/ borrowing in non-financial and financial accounts (dB.9): Flow: Current price: £m: NSA,NYVK
UK sector (S.1): Monetary gold and special drawing rights (AF.1): Level: Asset: Current price: £million: Not seasonally adjusted,NYVN
UK sector (S.1): Monetary gold (AF.11): Level: Asset: Current price: £million: Not seasonally adjusted,NYVP
UK sector (S.1): Special drawing rights (AF.12): Level: Asset: Current price: £million: Not seasonally adjusted,NYVR
UK sector (S.1): Special drawing rights (AF.12): Level: Liability: Current price: £million: Not seasonally adjusted,NYVS
UK sector (S.1): Currency and deposits (AF.2): Level: Asset: Current price: £million: Not seasonally adjusted,NYVT
UK sector (S.1): Currency and deposits (AF.2): Level: Liability: Current price: £million: Not seasonally adjusted,NYVU
UK sector (S.1): Currency (AF.21): Level: Asset: Current price: £million: Not seasonally adjusted,NYVV
UK sector (S.1): Currency (AF.21): Level: Liability: Current price: £million: Not seasonally adjusted,NYVW
UK (S.1): Deposits with UK monetary financial institutions (AF.22N1): Level: Asset: Current price: £m: Not seasonally adjusted,NYVZ
UK sector (S.1): Deposits with UK monetary financial institutions (AF.22N1): Level: Liability: Current price: £m: NSA,NYWA
UK sector (S.1): Deposits with rest of world monetary financial institutions (AF.22N9): Level: Asset: Current price: £m: NSA,NYWH
UK sector (S.1): Other deposits (AF.29): Level: Asset: Current price: £million: Not seasonally adjusted,NYWJ
UK sector (S.1): Other deposits (AF.29): Level: Liability: Current price: £million: Not seasonally adjusted,NYWK
UK sector (S.1): Debt securities (AF.3): Level: Asset: Current price: £million: Not seasonally adjusted,NYWL
UK sector (S.1): Debt securities (AF.3): Level: Liability: Current price: £million: Not seasonally adjusted,NYWM
UK sector (S.1): Short-term debt securities issued by UK central government (AF.31N1): Level: Asset: Current price: £m: NSA,NYWP
UK sector (S.1): Short-term debt securities issued by UK central government (AF.31N1): Level: Liability: Current price: £m: NSA,NYWQ
UK:ASSET:LEVEL:STERLING TREASURY BILLS,NYWR
UK sector (S.1): Short-term debt securities issued by UK local government (AF.31N2): Level: Asset: Current price: £m: NSA,NYWX
UK sector (S.1): Short-term debt securities issued by UK local government (AF.31N2): Level: Liability: Current price: £m: NSA,NYWY
UK (S.1): Short-term debt securities issued by UK monetary financial institutions (AF.31N5): Level: Asset: Current price: £m: NSA,NYWZ
UK sector (S.1): Short-term debt securities issued by UK monetary financial institutions (AF.31N5): Level: Liability: CP: £m: NSA,NYXA
UK sector (S.1): Money market instruments issued by other UK residents (AF.31N6): Level: Asset: Current price: £m: NSA,NYXJ
UK sector (S.1): Money market instruments issued by other UK residents (AF.31N6): Level: Liability: Current price: £m: NSA,NYXK
UK (S.1): Money market instruments issued by rest of world (AF.31N9): Level: Asset: Current price: £m: Not seasonally adjusted,NYXL
UK sector (S.1): Long-term debt securities issued by UK central government (AF.32N1): Level: Asset: Current price: £m: NSA,NYXP
UK sector (S.1): Long-term debt securities issued by UK central government (AF.32N1): Level: Liability: Current price: £m: NSA,NYXQ
UK:ASSET:LEVEL:BRITISH GOVERNMENT SECURITIES,NYXR
UK sector (S.1): Long-term debt securities issued by UK local government (AF.32N2): Level: Asset: Current price: £m: NSA,NYXV
UK sector (S.1): Long-term debt securities issued by UK local government (AF.32N2): Level: Liability: Current price: £m: NSA,NYXW
UK (S.1): Long term bonds issued by the rest of the world (AF.32N9): Level: Asset: Current price: £m: Not seasonally adjusted,NYYF
UK sector (S.1): Financial derivatives (AF.71): Level: Asset: Current price: £million: Not seasonally adjusted,NYYH
UK sector (S.1): Financial derivatives (AF.71): Level: Liability: Current price: £million: Not seasonally adjusted,NYYI
UK sector (S.1): Loans (AF.4): Level: Asset: Current price: £million: Not seasonally adjusted,NYYP
UK sector (S.1): Loans (AF.4): Level: Liability: Current price: £million: Not seasonally adjusted,NYYQ
